year,analysis,outcome_name,outcome_definition,conclusion,a,b,c,d,n,ror,ror_ci_low,ror_ci_high,prr,prr_ci_low,prr_ci_high,ic,ic025,ic975,ebgm,eb05,eb95,chi_square_yates,expected_a,signal_flag_mhra,signal_flag_ror,signal_flag_ic,signal_flag_ebgm
2017,sensitivity_ps_only,strict_fall,Narrow fall definition,no_clear_signal,11,238,10194,288848,299291,1.3096054195662965,0.7152941491614527,2.397707791917502,1.2959280717139698,0.7269851391124548,2.31012915766976,0.3552063045355594,-0.6213313490657396,1.0824402469471262,1.212155755104109,0.7296159635350894,1.91855651854823,0.4929563646503399,8.490215208609682,False,False,False,False
2017,primary_ps_ss,broad_fall,Broad fall-related definition,no_clear_signal,47,476,22428,276338,299289,1.2165808270873892,0.9012773417388084,1.6421903006916625,1.197117540523131,0.911083683463587,1.5729514553263595,0.2560838193537258,-0.1860380876475705,0.6387710672087579,1.1794281842323704,0.9236680803686238,1.488174248689195,1.4397523529274354,39.27449722509013,False,False,False,False
2017,sensitivity_ps_only,broad_fall,Broad fall-related definition,no_clear_signal,19,230,22456,276586,299291,1.0174745589442542,0.6371609203912773,1.624792803461738,1.016141158864171,0.6594628070736418,1.565733266019529,0.022484988063013,-0.6988851702144173,0.5980470498340267,0.9900345025023434,0.6728782158525133,1.4153018575194798,0.0,18.698440648064928,False,False,False,False
2018,primary_ps_ss,strict_fall,Narrow fall definition,signal_detected,125,740,13312,364259,378436,4.622163197602651,3.821101290682707,5.591161029247472,4.098729209509783,3.4822329921122908,4.824370216163569,2.0074562024898355,1.7433420270528164,2.24914452154603,3.9573450922712095,3.4093716114545343,4.572668165824964,297.6126854592611,30.7132645942775,True,True,True,True
2018,sensitivity_ps_only,strict_fall,Narrow fall definition,signal_detected,49,412,13393,364609,378463,3.237787780749109,2.4065781743364307,4.356089415652915,2.9999318127302232,2.301051281347122,3.911077929459332,1.5526697044176876,1.1202560610037595,1.928061518562448,2.8492161183091413,2.242768815876865,3.578500299626217,65.43656362703135,16.373494899105065,True,True,True,True
2018,primary_ps_ss,broad_fall,Broad fall-related definition,signal_detected,197,668,30212,347359,378436,3.390695918503256,2.8912645866857765,3.9763980317461383,2.846225287352803,2.5163297723995486,3.2193707181080278,1.496290606278072,1.287714755745485,1.6906258810661026,2.8011607369005382,2.4882387287606,3.144381994565792,252.87743801768025,69.50656121510639,True,True,True,True
2018,sensitivity_ps_only,broad_fall,Broad fall-related definition,signal_detected,80,381,30334,347668,378463,2.406578586920388,1.890563824769094,3.063435584213136,2.162486858170646,1.7713664588583886,2.639967234546469,1.1002977169319654,0.7666794176247101,1.3989171750894285,2.115827256748502,1.7553692387393052,2.53240640290346,52.9641004112735,37.0468288841974,True,True,True,False
2019,primary_ps_ss,strict_fall,Narrow fall definition,signal_detected,94,674,13374,345484,359626,3.60275373759884,2.901455664531225,4.473559479972099,3.284187524923982,2.715584936879312,3.9718469315348335,1.691305009007127,1.3847720384168678,1.968037101665388,3.175245893695585,2.6731163579437123,3.749128838209128,151.71050616472408,28.761613453977187,True,True,True,True
2019,sensitivity_ps_only,strict_fall,Narrow fall definition,signal_detected,45,331,13423,345846,359645,3.502818920403789,2.5642937008471343,4.784842073700591,3.203279421951208,2.433996767503739,4.215699540808985,1.641830044209594,1.189332790705873,2.032266598363134,3.0172095281722857,2.3501126208495453,3.825804027649984,68.34683076436157,14.080462678474609,True,True,True,True
2019,primary_ps_ss,broad_fall,Broad fall-related definition,signal_detected,135,633,29394,329464,359626,2.3904481908968758,1.9843446237454585,2.87966237566965,2.146033469840784,1.840582902543621,2.502174527054604,1.0920856364000866,0.8383465916490239,1.3250567549844912,2.115185751112029,1.83268299703786,2.43103125860314,88.35951022532838,63.060713074138135,True,True,True,False
2019,sensitivity_ps_only,broad_fall,Broad fall-related definition,signal_detected,56,320,29473,329796,359645,1.958209208428053,1.4738385197884196,2.601766239983267,1.8154971986621724,1.4254480734956598,2.312276497219056,0.8487805788247921,0.4459942849673862,1.2016391579773829,1.772747729333126,1.4174127168473878,2.195053069291573,21.427080493643764,30.87184306746931,False,True,True,False
2020,primary_ps_ss,strict_fall,Narrow fall definition,signal_detected,93,549,13853,337520,352015,4.127302326260237,3.31078156279352,5.1451973406484575,3.674281895820669,3.0425753523436443,4.437144815347446,1.8500927848170556,1.5418365068155582,2.1282286540509183,3.537058786379857,2.974934517398297,4.179966855042354,184.46890947075488,25.434518415408437,True,True,True,True
2020,sensitivity_ps_only,strict_fall,Narrow fall definition,signal_detected,34,257,13912,337826,352029,3.212545561539684,2.245617184858814,4.595818492374598,2.954035083559102,2.152999461112864,4.0531005383473175,1.5201669860401363,0.9943238481272038,1.9640268439215285,2.7538680572146266,2.064900841810433,3.6130771564633823,43.63937156980533,11.528271818514952,True,True,True,True
2020,primary_ps_ss,broad_fall,Broad fall-related definition,signal_detected,132,510,30124,321249,352015,2.7601513743194794,2.2784998556051383,3.34361908797855,2.398251091749119,2.059177742727545,2.7931577637670943,1.2507491499356855,0.9940249277614795,1.4862343902820647,2.358476569309662,2.0401380921903187,2.7148342459935493,115.69358841304702,55.180466741474085,True,True,True,True
