,FALL,CONFUSIONAL STATE,NAUSEA,DIZZINESS,PAIN,ANXIETY,MALAISE,DYSARTHRIA,HEADACHE,MOTOR DYSFUNCTION,MUSCULAR WEAKNESS,HYPOTENSION,FATIGUE,VOMITING,PYREXIA,GASTROINTESTINAL DISORDER,AFFECT LABILITY,PNEUMONIA,COORDINATION ABNORMAL,SYNCOPE,APHASIA,CEREBROVASCULAR ACCIDENT,DYSPHAGIA,EATING DISORDER,CYSTITIS,NASOPHARYNGITIS,MUSCLE SPASTICITY,PSORIASIS,SKIN EXFOLIATION,SNEEZING,ADJUSTMENT DISORDER,CAROTID ARTERY THROMBOSIS,HEMIPARESIS,HEMIPLEGIA,HYPONATRAEMIA,INFLUENZA,INFLUENZA LIKE ILLNESS,NEUROLOGIC NEGLECT SYNDROME,PALPITATIONS,PERSONALITY DISORDER,RESPIRATORY TRACT CONGESTION,RHINORRHOEA,SENSORY LOSS,SINUS CONGESTION,SINUS DISORDER,SKIN HAEMORRHAGE,BLOOD PRESSURE INCREASED,HEAD INJURY,COUGH,DRUG INTERACTION
APHASIA,0.0,0.5212450593365943,0.7045788987241803,0.0,0.7455788930675998,0.7610453057111973,0.7764446360849617,0.8343153549065476,0.8343153549065476,0.8343153549065476,0.8263565482725648,0.0,0.8704500175516846,0.8815472220675303,0.900719694196553,0.811692025269585,0.9049062589609996,0.9110059226617827,0.9299813237956065,0.0,0.0,0.9500491961284135,0.9500491961284135,0.9500491961284135,0.9570001816289712,0.9570001816289712,0.9640894159434309,0.9640894159434309,0.9640894159434309,0.9640894159434309,0.9713216617076271,0.9713216617076271,0.9713216617076271,0.9713216617076271,0.0,0.9713216617076271,0.9713216617076271,0.9713216617076271,0.8840165519901974,0.9713216617076271,0.9713216617076271,0.9713216617076271,0.9713216617076271,0.9713216617076271,0.9713216617076271,0.9713216617076271,0.890829367168076,0.0,0.8977829257355527,0.0
CEREBROVASCULAR ACCIDENT,0.0,0.5263341538959039,0.7102822065193393,0.0,0.751458055245708,0.7551635054438735,0.7946427555199068,0.86639762724223,0.8534988059222528,0.8405999846022755,0.8325856185119545,0.0,0.9036133281706784,0.8880588183253348,0.8937765230446726,0.8177616336078486,0.9115324726067563,0.9176623027436778,0.9508414295113387,0.0,0.9500491961284135,0.0,0.971267217630854,0.971267217630854,0.9783426142492578,0.9783426142492578,0.9710121170994734,0.9710121170994734,0.9710121170994734,0.9710121170994734,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.0,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.8904413288050098,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.8972883099242022,0.0,0.9191092249812031,0.0
DYSPHAGIA,0.0,0.5263341538959039,0.7215931925551227,0.0,0.751458055245708,0.7551635054438735,0.7946427555199068,0.8534988059222528,0.8405999846022755,0.8405999846022755,0.8325856185119545,0.0,0.8902605087367998,0.9015518892619273,0.8937765230446726,0.8177616336078486,0.9115324726067563,0.9176623027436778,0.9508414295113387,0.0,0.9500491961284135,0.971267217630854,0.0,0.971267217630854,0.9783426142492578,0.9638869434413136,0.9855589583992932,0.9710121170994734,0.9710121170994734,0.9710121170994734,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.0,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.8904413288050098,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.8972883099242022,0.0,0.9191092249812031,0.0
EATING DISORDER,0.0,0.5354929073371263,0.7102822065193393,0.0,0.751458055245708,0.7551635054438735,0.7824613243700184,0.8534988059222528,0.8405999846022755,0.8405999846022755,0.8325856185119545,0.0,0.8902605087367998,0.8880588183253348,0.8937765230446726,0.8177616336078486,0.9115324726067563,0.9176623027436778,0.9508414295113387,0.0,0.9500491961284135,0.971267217630854,0.971267217630854,0.0,0.9783426142492578,0.9638869434413136,0.9710121170994734,0.9710121170994734,0.9710121170994734,0.9710121170994734,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.0,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.8904413288050098,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.9782811383144797,0.8972883099242022,0.0,0.9191092249812031,0.0
CYSTITIS,0.0,0.531513564460409,0.7160929833333899,0.0,0.7574490009139933,0.761171063272421,0.7885931080496403,0.8599850254268808,0.847006044664314,0.847006044664314,0.8389350153377167,0.0,0.8969266185595096,0.894697118260511,0.9004432468838723,0.823948825182162,0.9182880273426965,0.9244487155573021,0.9578121227218084,0.0,0.9570001816289712,0.9783426142492578,0.9783426142492578,0.9783426142492578,0.0,0.9709089894848408,0.9780709172595412,0.9780709172595412,0.9780709172595412,0.9780709172595412,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.0,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.8969918584336738,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.9038737838733588,0.0,0.9258226564917708,0.0
NASOPHARYNGITIS,0.0,0.5222978941465165,0.7160929833333899,0.0,0.7574490009139933,0.761171063272421,0.8008502404366183,0.8599850254268808,0.8599850254268808,0.847006044664314,0.8389350153377167,0.0,0.8969266185595096,0.894697118260511,0.9140926714471354,0.823948825182162,0.9182880273426965,0.9244487155573021,0.9436151547680964,0.0,0.9570001816289712,0.9783426142492578,0.9638869434413136,0.9638869434413136,0.9709089894848408,0.0,0.9780709172595412,0.9780709172595412,0.9780709172595412,0.9780709172595412,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.0,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.8969918584336738,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.9853775465155181,0.9038737838733588,0.0,0.9108981108012727,0.0
MUSCLE SPASTICITY,0.0,0.5275125308483527,0.7220148639649568,0.0,0.7635555147757678,0.7672945960754889,0.8071783236215371,0.8535376540533838,0.8535376540533838,0.8535376540533838,0.8454088201525269,0.0,0.8902036628141071,0.9014664231511491,0.9072416385614704,0.8302575896501201,0.9251773155492042,0.9313695773657644,0.9506348486732092,0.0,0.9640894159434309,0.9710121170994734,0.9855589583992932,0.9710121170994734,0.9780709172595412,0.9780709172595412,0.0,0.9852704420279621,0.9852704420279621,0.9852704420279621,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.0,0.992615540630229,0.992615540630229,0.992615540630229,0.9036724127198056,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.910590087720759,0.0,0.9176510201139799,0.0
PSORIASIS,0.0,0.5275125308483527,0.7220148639649568,0.0,0.7635555147757678,0.7672945960754889,0.7948438867079445,0.8535376540533838,0.8535376540533838,0.8535376540533838,0.8454088201525269,0.0,0.8902036628141071,0.9014664231511491,0.9072416385614704,0.8302575896501201,0.9251773155492042,0.9313695773657644,0.9506348486732092,0.0,0.9640894159434309,0.9710121170994734,0.9710121170994734,0.9710121170994734,0.9780709172595412,0.9780709172595412,0.9852704420279621,0.0,0.9852704420279621,0.9852704420279621,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.0,0.992615540630229,0.992615540630229,0.992615540630229,0.9036724127198056,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.910590087720759,0.0,0.9176510201139799,0.0
SKIN EXFOLIATION,0.0,0.5275125308483527,0.7220148639649568,0.0,0.7635555147757678,0.7672945960754889,0.7948438867079445,0.8535376540533838,0.8535376540533838,0.8535376540533838,0.8454088201525269,0.0,0.8902036628141071,0.9014664231511491,0.9072416385614704,0.8302575896501201,0.9251773155492042,0.9313695773657644,0.9506348486732092,0.0,0.9640894159434309,0.9710121170994734,0.9710121170994734,0.9710121170994734,0.9780709172595412,0.9780709172595412,0.9852704420279621,0.9852704420279621,0.0,0.9852704420279621,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.0,0.992615540630229,0.992615540630229,0.992615540630229,0.9036724127198056,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.910590087720759,0.0,0.9176510201139799,0.0
SNEEZING,0.0,0.5275125308483527,0.7220148639649568,0.0,0.7635555147757678,0.7792927409864607,0.7948438867079445,0.8535376540533838,0.8535376540533838,0.8535376540533838,0.8454088201525269,0.0,0.9037242013205598,0.9014664231511491,0.9072416385614704,0.8302575896501201,0.9251773155492042,0.9313695773657644,0.9506348486732092,0.0,0.9640894159434309,0.9710121170994734,0.9710121170994734,0.9710121170994734,0.9780709172595412,0.9780709172595412,0.9852704420279621,0.9852704420279621,0.9852704420279621,0.0,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.0,0.992615540630229,0.992615540630229,0.992615540630229,0.9184962673715429,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.992615540630229,0.910590087720759,0.0,0.9326696934440528,0.0
